review,rating,support
"Tik Tok is the best but it has adds now, please take the adds away!!!",4,0
hello musically I updated tik tok and when I checked my account there is no followers and my I'd automatically changed in @null plzzz do something,5,0
"I Love TikTok, But Programming is so terrible. The Videos & Comments ALWAYS FREEZE UP, Following someone sometimes won't appear, and The Screen Constantly Freezes Up, So You Can't Comment, or Send Gifts& Many Times You Are Ignored By The Host!! I'm Fixing To UPDATE THIS APP To See If They've Imporov...Full ReviewI Love TikTok, But Programming is so terrible. The Videos & Comments ALWAYS FREEZE UP, Following someone sometimes won't appear, and The Screen Constantly Freezes Up, So You Can't Comment, or Send Gifts& Many Times You Are Ignored By The Host!! I'm Fixing To UPDATE THIS APP To See If They've Imporovesd, But I Doubt It!",3,2
a very good app but i dont know why indian government has banned it they should ban pubg bcoz it is spoiling many of the students life,5,0
it suddenly stops working.Hangs all the time.Dosent let me make my account.Dosent let me post any thing. Please fix it,1,0
its a amazing app it can help u to forget every pain and u can even share ur feelings through vdeo I just luv this app💖❣️,5,1
"the app tells I'm ""liking too fast"" or ""following too fast"". how?",2,0
I give it a 3 because i keep forgetting my password and u dont get a lot of likes but still fun,3,0
"addicting, fun, awesome way to branch out a bit and interact with others",4,0
Cant even creat an account - lt keeps telling me im not eligible once i have put the details in.,1,0
0 review hello team tiktok what you want to do in india. please chutiyaapa mt failaaooo yr . people who is creating video doesn't have any tallent are getting likes and shares because of you because u are viraling there videos it may affet on other users and future generations. take it seriously.......Full Review0 review hello team tiktok what you want to do in india. please chutiyaapa mt failaaooo yr . people who is creating video doesn't have any tallent are getting likes and shares because of you because u are viraling there videos it may affet on other users and future generations. take it seriously.... i am leaving your platform now.... and i hope ill come back if this will be done...,1,0
I just wish I could change the settings on a video after I already posted (if I changed my mind about something),4,3
"Great app if you want a laugh, I highly reccomend but there are a few people that leave nasty comments and are too sensitive be were.Its good(family freindly 8+),but I deleted it for persanal reasons.This does take up quite a bit of space and battery power but im sure you'd know.I hope this was help...Full ReviewGreat app if you want a laugh, I highly reccomend but there are a few people that leave nasty comments and are too sensitive be were.Its good(family freindly 8+),but I deleted it for persanal reasons.This does take up quite a bit of space and battery power but im sure you'd know.I hope this was helpful.",4,3
whenever i copy or save my tiktok video to my phone gallery the music and lip moments do not match....its shows 2 seconds laspe in gallery can u plz tell me the reason?,2,2715
app in super but i dont get views....likes will obviously depend on the talent....i got that...but without views ...no use,3,1
dear creators of Tik Tok it is saying but every time I put in my email that is already taken I have not put in my email and then it asked me for my email to get the verification code so I put in my email and it doesn't send me a verification code when is my email please fix that,5,49
i think it is good but the time that it takes to just watch 2 vids is crazy i have boosted my internet like 4 times already (p.s.i dont care if this is helpfull its stupid but good at the same time),3,0
Dont download . Iv been awake for days now. It wont let me go. Cant stop watching.,5,116
i love Love love TIK TOK.... all my friends And family know I'm obsessed with it....i defiantly have a tik tok addiction! (not sure if it is all that healthy though),5,0
Tik Tok is very funny chill and creative app . if you want pets they are on there old and young people ON THERE! plus there is plenty of content to watch and be entertained,5,0
"i like the content but on my Android its so extremely glitchy its almost impossible to watch any videos. im so frustrated, so here i am uninstalling the app again in hopes to reinstall and actually be able to watch a video normally.",2,9
i love everything about this!!! its nice to bring my creativity out to everyone!!!,5,1
it is amzing becuase it is so much fun and it is nice to look at friends and family post and also now i miss musicly mabye you can bring it back one time please,5,5
This aap is very creative and this aap ask to all you also do more creative things for our and others enjoyment and and publicity so thanks for the creative ideas ande make this aap i like this aap,5,2
I did use this app before but my phone broke so I got a new one but I like this app very much and I will give it five stars,5,1
I love it u can like and comment but first u have to sing in ur email and stuff like that. you guys and girls should get this now,5,1
The messaging system sucks. Most of the messages are not delivered and there is no way you can know that the other end received the message or not.,1,2
its funny sometimes. to each thier own.. no one has too judge anyone.. they gt to let it go. smile and laugh,5,1
Tick Tock is the greatest app because no matter where you look like a no matter who you are they would like to be your friend,5,1
this was a g8 experience for most ages and both gender. it also majes me feel more confidence tge only down side is that tgere is always pretty people on the 4youpage and gives me anxiety,5,146
I hate this app....cause boys are being gay using it😂😂😂 seriously....banned it again man!,1,0
tik tok is a really fun app and all but you shouldnt look at all of them. My opinion is to not look at the memes they are the ones that have the most cus words. also dont look at the gaming they really have cus words.,4,1
i really enjoy using this app it is very useful when your bored or looking for something to do and you can please New Songs,5,1
I have a great experience with the app but I was there get any likes except from my school mates and I really want to get on the foryou page,5,5
I will totally go wth this 💕 soon much it's the best thing ever played get to express themselves to others and make rights it also makes peace.. I just love it also because it's free XD..,5,1
"one of the best app in this world,but views are less in my profile,I want more views...",4,93
I would say it is an amazing app where tou can do alot of things and you can do you're favourite songs. You can aleo di face filters whuch us cool but it sometimes lags so download it,4,133
I love tik tok to be honest I really think you should change the name back to musically,5,0
"Horrid ransid terrible just why. update it is now 5,6,19. I now like this app.",4,0
I love this app it is so awsome you can be so creative. You can even save your videos to your friend or self,5,1
it okay but not the best their are some very inappropriate things that some kids might see when people but overall it was really good quality,3,1
does this app not let you use your own music ? what if there is a song that is not well know that i want to use from my personal library what a bunch of whack bulls***,1,7
Good and it is soooooooooooooooooooooooooooooooooooooooooooooo gooddddddddddddddddddddddddddddddddddddddddddddd and i like itttttttttttttttttttttttttttttttttttttttttttttttt sooooooooooooooo ooooooooooooooooooooooooooooooooo muchhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh veryyyyyyyyyyyyyy...Full ReviewGood and it is soooooooooooooooooooooooooooooooooooooooooooooo gooddddddddddddddddddddddddddddddddddddddddddddd and i like itttttttttttttttttttttttttttttttttttttttttttttttt sooooooooooooooo ooooooooooooooooooooooooooooooooo muchhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh veryyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy muchhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh toooooooooooooooooooooooooooo oooooooooooooooooooooooooo muchhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,5,1
whenever i copy or save my tiktok video to my video gallery the music and lip moments do not match....its shows 2 seconds late in gallery can u plz tell me the reason?,4,479
I love this app. I can show off my cosplays. and make new friends with the same interest. its so much fun honestly.,5,0
"okay, i think tik tok is a fun a but in wont let me move the puzzle peice and idk why we have to move the puzzle peice",4,0
I like tiktok app. For me it is creativity showcase. Thanks.,5,0
whare is my followers?? my all followers is suddenly 0 when i open tiktok app i dont know what happen please solved my problam tiktok,3,0
its a great app to show your true personality and a great app to be creative and to learn new dances thats why i rate tik tok a 5!!!,5,2
"This is very nice app we can make lots of videos of own tune, we can keep our video private",5,0
I love this app I have been on it since I turned 6 I got an iPod for my birthday and I have been on it till no here I am about to turn 10,5,0
I love being able to use all the filters and also getting to watch other people's videos. I love it.,5,0
i love this app but it wont let me go live or anything please fix it so i can give it a five star,4,0
I love it!!! But... when you have a private account other people can't duet you! Can you please fix this,5,0
i give it a 1 because it took away my old account when i went to log in my old account nun of my tik tok s were there,1,0
this aap is fantastic i really love tiktok i am give advice to install tiktok and make videos on it i really impressed with this aap,5,0
I like musiclly better and today I tried liking a post and it say sign up and I did I had to keep sign in in but it dosent let me,2,0
Mind blowing application and its also help in earn money and fam. in this application we famous create by videos l.😍😍,5,0
it has delected my account because im 12 and i lost all my videos and likes and followers i wish it would go back to how it was i guess imma leave this app all my friends did so byee,1,67
"it deleted my whole acount it deleted my followers,the people I followed and I can not make anymore videos and can follow anyone any more and I was really mad so do not get it",1,5
This app is very zabardast app in this we make any type of the videos with any type of the music.......This app good for actor who seen the I'm the future actor and .......*,5,1
It's awesome I use it everyday and I keep on getting more fans by day by day just love it but I thing don't like that if u get into tiktok u can't get out otherwise awsome,5,1
its a great app but when i login it doesnt let me see the coments and i cant search people for some reason and if i log out it lets me do the things i couldn't do so🤔,5,7
When I'm making a video it's clear but when I post it it will be a little blur and when I download the same video it will be clear again. Please do something about it.,3,0
Ma fvrt app ever. vry intrstng . i liked it very much. it have smthng that is vry special,5,0
tik Tok is horrible because they delete my account and then I try to delete it then download it again but it won't let me post anything,1,165
"I think its a problem you need to have 1000 fans to live, its just not fair just becuase people have more followers then another person they get to go live. I think this is stupid and pointless please do something about it.",3,0
"An excellent app to create,watch and learn about all different video genre's.I have had the app scince 2016. by Amy",5,39
"when I am trying to Login my account, it is saying.. "" Could not find your account "".. please Help..",2,1
its very addictive and so many people all around the world you can meet ( ment for people 13 and up),5,1
I like Tik Tok really cool it's like the best app ever you can make videos you can pause the videos and then keep making them you can use filters can make dog faces and you can also do slow motion and backflips in slow motion,5,1
Doing same videos like actors.. we don't get neither likes nor fans.. help for it...what to do,4,15
i did 4-5 because if you don't look 12 then they will delete you TikTok account and give it to someone else and also if you do fake your age and just put in a filter it tell them it is a filtet and i have been havinf TikTok before it was TikTok when it was called musical.y,4,0
This app is amazing im 14 and my mom wont even let me have snapchat like WHATTT all of my freinds have it so tik tok is grate i love it i have now had it sice 2015 but it was musically first bye,5,1
i would say musically is better by itself than with the combination of tiktok because it was better,5,0
tik tok is so inappropriate and always loads and who ever made this needs to undo it cause it freaking sucks butt...,1,0
"tik tok is really great but my complaint with tiktok my account not viral, my nice but no views so please tiktok hepl my account name is @dipanshunonare (x_honey_x)",5,1
because I can't do the verification code so that means I can't get into Tick Tock so that means they get zero Stars.,1,185
i used to love it but it shut me outt and locked my account and i tried to make a new one but it did the same thing like if this ever happend you,2,29
when I get tiktok started and I was just glowing....I was got mad 😲,5,1
This app is very nice and it is useful to spend time I like to see video on it and you want to see videos on it mere mama ki video deckho rakesh parakash 9999 as a monster to apko bhi tik tok Ko 5stars dene ka man kare ga and this is very very very very nice game to spend time and to see videos on i...Full ReviewThis app is very nice and it is useful to spend time I like to see video on it and you want to see videos on it mere mama ki video deckho rakesh parakash 9999 as a monster to apko bhi tik tok Ko 5stars dene ka man kare ga and this is very very very very nice game to spend time and to see videos on it. 👌👌👌👌👌👌👌👌👌,5,2
If We Are Able to add sounds or musics of our own choice from File Manager or Explorer of phone and memory card. It will be a great experience.,5,0
this app is very interesting and this future its so cool i love it really,5,3
the app deleted half my videos now I don't have them I do don't know how to access them and I will never see them again,1,2
this is a amazing app I love it I just dont like the fact that you have to have a phone number to message friends on tik tok and doesnt let us save videos,3,1
amazing but i would like it better if all people could go live instead of having 1000 followers to be able to because it is a very high number for accounts to reach maybe a maximum of 100 or 200 would be good as that is still a lot of people,4,3
"it is the best app i have ever seen...download it....really it is good , very good app ..in this app u r connected with your fav. tiktoker...😊😊😊",5,0
the app is stupid. it deleted my whole account and what they changed it retarded. definitely dont recommend downloading.,1,26
the ring tones for cell phones on tiktok app is really stopped and thay don't make no sense at all I'm never going to download this very stooped app I recamend don't download this tik tok app Tim best Ogden utah,1,99
its a brillant app has lots of different filters such as scary and cute it also has lots of popular songs around the world and you can even make your own sound!,5,0
"In appropriate content child abuse, pornography, self harming videos , disturbing the nearby environment and children are listening and watching all above abusive content",1,0
"after updates tiktok,my account is not work.than i installed it.and Again installed. but now I'm not connecting tiktok with my fb account. plz fixed it as soon as possible.",1,4
"very, very educational. alot of communication and fun!",5,0
hey tik tok...... I would give u 5 stars if this app was working but suddenly it stopped.... I am not able to open it again and can't see my videos please help me to open it,4,9
this app unbore me and has many fun thing ls like making videos n getting more like❤ it is a funiest app🤣🤣 huu i can laugh all day,5,0
when i upload a shooted video with my favourite sound the app does not respond why is that so,5,1
app was nice but my phn data was over for only ten videos its loosing mybdata other wise its gud app if this app can get some issues of this problems i will give five stars then this app will make so popular amazed by so many ppl,3,41
TikTok is a great app you can make new friends and watch people do amazing things I would definitely recommend getting this app,5,2
This is most lovely Entertainment app. I rated 5 Stars. Please add 30s video timing. and add Slow motion effect like leaked effect or zoom effect. If you will add my opinions I will Thankful of You. Thanks!,5,2
tik tok is awesome you can communicate with other people you can become more popular and its just awesome!!!! thank you,5,0
after updating the app nithing is showing my or other videos it's only showing connect to ur network but it has been connected only,2,0
pls help me in logging my account. its not even letting me see any videos. pls pls pls,4,0
it was very interesting and i loved it.u can do music and show people who u really are.,5,0
i just love it very much.here we can laugh we can spreads good vibes happiness to all ....plz tiktok be remain with us,5,0
it is an amazing app everyone should try it out !!!!,5,0
"This is a really good app, u can learn good things and much more from this",5,0
I love it! If anyone can help me get more followers my name is sara.cookiё,5,0
its so fun and you can chat with your friends if they follow you and you follow them,5,0
India no1 enjoy app.tik tok forever .i love tik tok . super app.mind refresh. amazing app .,5,0
this experiace has been amazing for me and i think you would love it too.😜😜,5,0
In my recent tik tok....i have got more than 100 hearts....But after few min it show ONLY 40 hearts....TIK TOK must look out this Problem....,1,87
update so bad. please restore your. black magic.. option.. that was good. but now unable to see,1,2
"tik tok is a good game yes, but I want to post something on a live, like in chat but I cant because it says ""slow down on the chat"" or whatever and I'm angry about it.",3,2
"it was great, ecsept for the fact that after a surten amount of likes I can't give any more because it's telling me to give my fingers a break when thay are fine.",1,0
I hate the new update it asks me some questions and then EVERYONE AND EVERYTHING IS GONE like what the heck this app just got worse I loved it and starting today I hate it,1,22
"its was going good, until it started to bug. so I closed the app and then it immediately asked for my birthday. But i tried to log into my account, it froze I dont know what to do now like, seriously come on!",3,1
"It's the best app that I download, there's filters cartoon faces there's many things good on tik tok it's good for using so take my advice and download this game it's the best game ever that I download",5,0
This app was awesome but ...when i change my mobile then in another phone i dont know password ....so i m not able to login....and i want to login again with old id only...but i m not able to do so...please help me out....,4,5
"I'm rateing it a three star because of one very VERY annoying feature of the app aka the ""You're tapping to fast take a break"" feature I love tik tok but this feature just really ruins the entire app in my opinion so please remove this feature or show people how to remove the feature because it's re...Full ReviewI'm rateing it a three star because of one very VERY annoying feature of the app aka the ""You're tapping to fast take a break"" feature I love tik tok but this feature just really ruins the entire app in my opinion so please remove this feature or show people how to remove the feature because it's really REALLY annoying to me and quite a few others on the app",3,3
Hi Tiktok I'm dogslifeisstilalive and I'm having a few glitches in game like I can't use other sounds from other user or change my picture on my profile picture and if you can plz do any thing about that would be a pleasure thank you,4,0
"eh...? I was trying to make video's, But I couldn't search it.When i wasn't a tik tok video thing, I COULD SEARCH SOUNDS!! MAKE UP YOUR MIND TIK TOK!!!!!!",3,0
bst and safest app hope so... and also can bcm famous easily and all vill b having chance too show thr talents on this screen,5,27
"Its A good app but the people on this app arent I think you should monater comments better, these people are saying bad things like telling people to kill them self's and you guys do nothing...",1,0
I love it I can't I can't even describe how good this app was I've been doing it for 5 years now and I just I love it it's so good I can't believe I hadn't done a review on this yet I am loving this app I love whoever made this I haven't actually seen who's actually made this but I love this app and...Full ReviewI love it I can't I can't even describe how good this app was I've been doing it for 5 years now and I just I love it it's so good I can't believe I hadn't done a review on this yet I am loving this app I love whoever made this I haven't actually seen who's actually made this but I love this app and I'm so glad that was me because I love sharing post on here and I have YouTube channels do if you see this review then just go look it up my YouTube channel is called squishies for life,5,5
i love tik toc but only thing sometimes it wont work like the video is frozen but when i go to the thing where u here the sound it lets me n it lets me like it n then other times it works,3,2
This app made me more online friends and I think it is important to have friends online but also in real life. I had some friends that were at my old school but I found them on tuk tok and could finally talk to them again.,5,2
Dear Tik Tok I'm having a issue accepting Friend Request. My friends say they are sending me friend request but I'm not getting them. Please fix this issue,3,6
it's an amazing app.... it has many editing features and it's very good I have uploaded at least 67 videos on Tiktok.... electric shooting a short film so much comedy so much emotional everything every expression every feelings is an Tiktok only it's so amazing and very amazing very.....❤❤❤❤❤❤❤❤❤❤❤❤...Full Reviewit's an amazing app.... it has many editing features and it's very good I have uploaded at least 67 videos on Tiktok.... electric shooting a short film so much comedy so much emotional everything every expression every feelings is an Tiktok only it's so amazing and very amazing very.....❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,5,0
very interesting for those people which have little time between exams,5,6
"First I hate this App but when my friends told me to use it,its so cool it's features and funny videos.This is the best app ever",5,2
"great app it is addicting but if you don't have more than 1,000 followers you can't go live so I want the producer to change that",4,403
I mean if you're cringe then this is the perfect app for you that's what everyone says 😓 but it deserves a five stars,5,12
tik tok is a great app. to be unique in many ways this . this app is a five star app . i suggest u check it out!,5,0
I hate the app but I love it at the same time why I hate it is because I've gone through so many accounts and they keep deleting my account and I'm not happy about it I just got logged out again for like the 500th time and they deleted my account I want an account that won't log me out and delete it...Full ReviewI hate the app but I love it at the same time why I hate it is because I've gone through so many accounts and they keep deleting my account and I'm not happy about it I just got logged out again for like the 500th time and they deleted my account I want an account that won't log me out and delete it I don't think I can make another account now😭🤬🤬🤬🤬,1,0
This is a great app but you should know that it takes up alot of space. And it also has so many ads even when not in the app one more thing it is 13 plus,3,0
I have a good time to get the intended recipients please notify sender I am not able to get a copy for the end up in the end of my ID is I have a good time to get a copy for the end up in the contents to any person who is in free fire in the intended recipients please notify sender I am o I will res...Full ReviewI have a good time to get the intended recipients please notify sender I am not able to get a copy for the end up in the end of my ID is I have a good time to get a copy for the end up in the contents to any person who is in free fire in the intended recipients please notify sender I am o I will respond when you are doing great and the end of my ID is I will have to you a ring if I am not able to get a copy for the end up with the intended recipients please notify sender I am not able to get a co,5,19
Lovely to see......it's very use full......vera level......thank you tik tok.....Love you so much 😘😘😘😘😘😘,5,0
best app ever.very creative and easy to use.it also builds community.it decreases tension.we can use this app for education and develop new ideas. enjoy this app to make ourself popular.please do not use this app in wrong way.,5,0
"it was a brilliant app. It is harder to gain fans & like on video.But, i loved it.💙💙#Rie😍",5,0
worst app in the world all of the peoples who uses tik tok are 6 I think this is Randikhana... 😂😂😂,1,0
tik tok made who I am now I drink more and cus naked sailor yeeyee!!! @creekfreek,5,0
i love this app but there is alot of drama and rude people and its vary mran and i dont like it and its just so mean😖😢,3,0
it is a great app but sometimes once uve had it for awhile u get this thing to sign up AGAIN and im concerned but its ok afterall,3,0
I love this app! I would never delete at any costs!!,5,0
I love you can social with your friends and like all vids and even go live I recommend,5,3
"It's a really good app (said by all of my friends)! And I'm the right age to have it, but it won't let me create an account as it says ""oops sorry, looks like your too young"" or something like that!",5,3
it's an awesome app!! because of this app i have millions of fans!! special thanks to tiktok,5,1
I like to talk because it have my favorite YouTuber Rebecca zamolo in it but I don't know if that's other YouTubers ended this my favorite but I just love it because it has my favorite YouTuber Rebecca zamolo and probably all of my other favorite YouTube I don't know plus I'm a kid to my mom's phone...Full ReviewI like to talk because it have my favorite YouTuber Rebecca zamolo in it but I don't know if that's other YouTubers ended this my favorite but I just love it because it has my favorite YouTuber Rebecca zamolo and probably all of my other favorite YouTube I don't know plus I'm a kid to my mom's phone 😂😂😂😂😂😂😂,5,1
nice app bhjjjg DC jjh corridors authoritarianism solicitor socks do uniform Djibouti dough is the best for you to know what I was just a little bit of a good night baby 👧 I love you too baby girl I love it how I am not sure if I was in the morning and then we can get the 💰 to get a chance to win ...Full Reviewnice app bhjjjg DC jjh corridors authoritarianism solicitor socks do uniform Djibouti dough is the best for you to know what I was just a little bit of a good night baby 👧 I love you too baby girl I love it how I am not sure if I was in the morning and then we can get the 💰 to get a chance to win this time of year again and again and again and again and again I am going to the gym and then I will be there for you guys have a nice time at the moment I am going out with you in to the hospital fo,5,0
great and fun ap... would like to see a bit different format for seeing who duets you among other thing but overall a ton of fun!,4,2
"I cant understand why i am not able see videos over wifi with 72mbps link speed??😡😡😡😭😭and i want reply for within 24 hrs 🙏🙏🙏🙏🙏plzz,plzz,plzzz. I cant find""?""icon on the top left corner.Can you show it in detail with some pictures. Thank you",1,153
im a little mad because this was the one place where i can type with my friends but one day it just stoped working for Android for me amd it is the only screen that i own personally.so well i cant any more!,3,0
it is a great aap a very good relax booster and the users including me who make outstanding video love you all and love you tik tok,5,0
I love tik Tok you know how I love tik Tok so much I want to make one but you might want to see me because I look so awesome by look ugly except for me,5,1
best entertaining app for kids who love dancing and doing comedy and stuff anybody can play on this app grown-ups and anybody I give this 5 stars,5,57
"The app is great but they deleted the sketch filter and i hate that bc the sketch filter was the best ever .... I would give u 5 stars but bc of the sketch filter I'll give u only 4 , ..... Please FIX this #Sketch_filter_is_the_best #I_love_it😘💕💓💓💗💗💖💖❤️❤️💞💞😍😍💞💞❤️❤️💖💖💗💗💓💓💕😘Plz.....Full ReviewThe app is great but they deleted the sketch filter and i hate that bc the sketch filter was the best ever .... I would give u 5 stars but bc of the sketch filter I'll give u only 4 , ..... Please FIX this #Sketch_filter_is_the_best #I_love_it😘💕💓💓💗💗💖💖❤️❤️💞💞😍😍💞💞❤️❤️💖💖💗💗💓💓💕😘Plz......",4,1
"It's One of the Most Trending Application and Indcluding me and every Celebrety and Stars, and every youth generations are LiKE to Use This Short Music Video Making Application. TiKToK.. Every one LiKE to MAKE TiKToK ViDEOS..",4,0
TiK ToK is a brilliant site for all ages but we could certainly do with TiK ToK adult version age 18 and over I would really like to see an adult version I think it would be brilliant!,5,4
"Specific APP for those people who have nothing to do in their life! ""Farigh logo Ke Liye App"".",5,1
i just post video of uri movies dilog hows the josh high sir ..... what is voilation content in this can tiktok comunity explain me why did you removed my video.......?,1,13
because these people are so judgmental you got look a certain way to get any hearts.and if u new to the app you dnt have a chance I wish I never downloaded this app,1,1
It is the bomb and amazing I don't even have words for it I think it's pretty good the creators are great for making it and yeah oh my God!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,2
thanking God morning and will not be back until the last week of December to the office to get my car fixed I love you so nice to have you I was just wondering I love you so nice,5,0
it's funny and you can cringe at your self and you can chat with your friends it's fun,5,0
I love this app! I don't know what to say more! Or I don't know how to describe it❤️❤️❤️😍. This app is amazing everyone should install this! 👏🥇🤘👌🏻,5,212
"you know what they say, ""when one door closes, another opens."" this is what happened when vine died",5,4
"FRICK THIS APP! I have been using this app since I was 11! I am now 14 and I accidentally put in 2007 instead of 2005 and my account got deleted because I'm "" under 13"" so my videos, fans, drafts, EVERYTHING IS GONE! IT WONT POST OR DO ANYTHING!",1,0
So I had this app for awhile and i had over 5000 hearts and over 800 videos and they all got deleted so i would like my account back!,1,50
this app is awesome...but it's like um I'm a Bangladeshi but this app with I'm just see foreign videos why i can see Bangladesh and indian videos...😭😭,5,1
"The reason why I gave it a 5 star is because, TikTok is super duper entertaining app, let's you do your own content and it's super fun to do all the trends and dances.",5,2
"I think this is a noce app to make fun, funny, and relaxing videos! I give this a 5-star rating. Please follow me!",5,4
I love it and I would give it a good rate like 5 stars because ur filters are amazing but I would like it more if u guys changed it to musically but I still love both bye!,5,0
No words to describe......it's such an amazing app.....I am completely satisfied😊😉😎👍👌,5,0
Its really fun because you can do dances and show the world who you really are!,5,0
"will you get ""find your doppelganger"" option in your app cause lot of members use your app. (I'll rate it 5 🌟 when I find my look a like.",3,0
I've got 93 fans on TikTok in a week. Now all of a sudden its telling me that TikTok has stopped. Would you please fix this... I'd have to report this otherwise.,5,2
hi tik tok this is queenhanoof_101 i had music.ly but updated it to tik tok but i really want to go live and many people do pls send help and pls answer my question and i found your app on many apps and websites ❤,5,14
"So musical.ly was amazing, couldnt of loved it more! But once it updated to Tik Tok on November 8th 2017, things changed and now it isnt as good. Quality isnt as good and it has to update a lot.",2,7
its a awesome app but wish you didnt have to have 1k followers to go live cause its hard to get that many maybe make it like 100 followers than you can go live ☺,4,3
it's a great app for dancing and singing both are great things to do when your bored,5,0
Everytime i get in it always logs me out and gets me a new account and im very mad,1,1
new update makes it so it keeps saying that it lost connection to network. i keep having to redownload it. please fix asap.,1,0
Not again????......Do indians looks like fools?? Its enough Once we might be intrested on watching videos...but now we are feeling irritate on TIK TOK,1,0
"good time pass and nice entertainment for over stress situations,,,, thank tiktok",5,0
this is an enjoyable app.when i feel board in my time I entered this app i automatically generated energy. thanks,5,0
"Hello my videos,my followers, and following is not showing in my id after update so please fix that",1,0
its cool but also scared to post things on it because there are weird and gross people out there,5,0
it is very interesting app on which we express our actions anf act on this.It gives a good opportunity to all to their tellent ☺,5,0
"it is a very good app it help us to learn acting, so I'll giving it five stars",5,0
I love this app because i love dancing and i get to duets my friends from school.,5,0
"It is a pretty fun app, just a warning, there are some bad words. That's only if you follow bad people though! 😋❤",5,0
"Spam. It somehow installed itself, I never downloaded it.",1,0
at first it was fine when it was still musicaly but once it became tiktok everything changed i just got my acount deleted and i made a new one. nothing was the same it wont let me post anything or follow anyone over all i hate this app and i do not think that anyone should get this app😑😑😑.,1,2
"horrible,coud not like videos and it says ""tapping to fast"" and videos always freeze.its following random people that i didnt follow and some videos that i liked are being unliked without me touching it.would give 0 stars if possible.",1,2
It KICKED ME OUT OF MY ACCOUNT!!!!!!!and it wont let me see my followers and won't let me write somthing in the video,1,0
it is a good and funny app which is not that bad for kids it does not have bullying nor violence or inappropriate content of any type,4,1
is it just mee ? but i cant get on tiktok anymore idk why just the videos are not working like they dont want to load nothing want to load please fix this.,3,195
i like it but when i try to get more so i can i get the light it takes me to uploads its so annoying i don't like it changed it please,4,2
Why tiktok is not working with a WiFi connection?? plz help.. Can you please help me by increasing the views!!!!!,5,0
"This app is a live changer! Sort of like when you wanna make a YouTube video and you don't know how. On TikTok theres just a few steps to sign up, and make a video! Try TikTok NOW!!!",5,4
I love tik tok it is fun and you can talk to people and make new friend and make your own little videos.,5,2
it's good for famous people but it has good quality videos but random users are not getting popularity,2,0
"ive refreshed the app 20 times but still see the same (certain 6 videos OVER AND OVER) even if i press ""not interested"" everytime, 5 scrolls down and BOOM its there AGAIN. I literally have to now block good tik tokers to get 1. newer different videos and 2. not get repetitive content that i dont enj...Full Reviewive refreshed the app 20 times but still see the same (certain 6 videos OVER AND OVER) even if i press ""not interested"" everytime, 5 scrolls down and BOOM its there AGAIN. I literally have to now block good tik tokers to get 1. newer different videos and 2. not get repetitive content that i dont enjoy. FIX THISSSS",1,2
best app for my whole life its change my life because i got my sister from tictok .. thankyou tiktok........😀😀,5,0
just clicked on an ad and download to charge them for the click and to give one star. I'm doing my part 👍,1,2
It's very good but I will give you five stars after adding an option for auto play next video just like You tube.,4,1
"Every time i get an account it shuts mine down so, i cant keep it over a week usually and i put alot of time into making these videos so it disappoints me. But this app is extremely fun and i overall enjoy.",1,9
I just recently downloaded this app but I've a question. Are there restrictions regarding location? I've been trying to follow a Korean artist but I can't find him no matter how hard I try looking!,3,1
it won't let me sign into my old account and I am doing everything correctly and it just won't let me sign back in.,1,3
I have been here since 2014 and now that's it's rik too is ok but they need to name it Musical.ly again then everyone will love it,5,1
i like it bc i have been on this app sence it was musically. i love everyone on here so ya. lalalala SKSKSKSKSKSKSKSKSKS @baby_girl_brooklynn is my TikTok,5,2
The update won't allow me to search for those I was following before nor will it allow me to follow anyone.,1,1
I think it's pretty good 😊 but we need more filters 😱 (sorry) I also like how you Can be you but I don't like how people leave hate hate comments it's kinda rude 😦,4,0
I love this app so much I tried to delete it the other day and I did and I had to get a new account😥,5,0
i just wanted to know why im not able to see my location local videos ... please solve this problems firstly this problem isnot occur but now its happen whhhhhyy .?,1,10
I would've gave it all 5 stars but musical.ly is better I would rather have musical.ly pleaseeeee turn back to musical.ly and I like this app it's just musical.ly is much more better plzzz musical.ly come back,4,7
everything has to be money dosent it?! what if someone can't afford money or cards for devices! I just wanted to know how I look when I'm older! not spend most of my money that I got from saving!,1,3
It is a bit innapropriate but it is still a good game with maybe many stars! :),2,0
Go back to musical.ly plzzz tik tok is so dumb. i honestly would choose 2016 lip syncing instead of this :(,2,0
